url, code, kiname, img, attach, Size ( Dimension), Tolerance, T.C, Voltage, Cap. Value, Packing, DC bias，AC voltage，TCC，ESR & |Z|
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPO9BN8R22238863148281206CG8R2C9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPO9BN8R22238863148281206CG8R2C9B200,1206(3216),±0.25pF,NP0,50 V,8.2,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPO9BNR472238863154771206CGR47C9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPO9BNR472238863154771206CGR47C9B200,1206(3216),±0.25pF,NP0,50 V,0.47,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPO9BNR502238863155071206CGR50C9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPO9BNR502238863155071206CGR50C9B200,1206(3216),±0.25pF,NP0,50 V,0.5,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPO9BNR562238863155671206CGR56C9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPO9BNR562238863155671206CGR56C9B200,1206(3216),±0.25pF,NP0,50 V,0.56,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPO9BNR682238863156871206CGR68C9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPO9BNR682238863156871206CGR68C9B200,1206(3216),±0.25pF,NP0,50 V,0.68,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPO9BNR752238863157571206CGR75C9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPO9BNR752238863157571206CGR75C9B200,1206(3216),±0.25pF,NP0,50 V,0.75,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPO9BNR802238863158071206CGR80C9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPO9BNR802238863158071206CGR80C9B200,1206(3216),±0.25pF,NP0,50 V,0.8,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPO9BNR822238863158271206CGR82C9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPO9BNR822238863158271206CGR82C9B200,1206(3216),±0.25pF,NP0,50 V,0.82,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOABN4R72238931111181206CG4R7CAB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOABN4R72238931111181206CG4R7CAB200,1206(3216),±0.25pF,NP0,200 V,4.7,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOABN6R82238931115211206CG6R8CAB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOABN6R82238931115211206CG6R8CAB200,1206(3216),±0.25pF,NP0,200 V,6.8,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOBBN1R02292973151081206CG1R0CBB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOBBN1R02292973151081206CG1R0CBB200,1206(3216),±0.25pF,NP0,500 V,1,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOBBN2R22292973152281206CG2R2CBB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOBBN2R22292973152281206CG2R2CBB200,1206(3216),±0.25pF,NP0,500 V,2.2,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOBBN2R72292973152781206CG2R7CBB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOBBN2R72292973152781206CG2R7CBB200,1206(3216),±0.25pF,NP0,500 V,2.7,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOBBN3R32292973153381206CG3R3CBB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOBBN3R32292973153381206CG3R3CBB200,1206(3216),±0.25pF,NP0,500 V,3.3,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOBBN3R92238971111171206CG3R9CBB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOBBN3R92238971111171206CG3R9CBB200,1206(3216),±0.25pF,NP0,500 V,3.9,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOBBN4R72292973154781206CG4R7CBB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOBBN4R72292973154781206CG4R7CBB200,1206(3216),±0.25pF,NP0,500 V,4.7,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOBBN5R62292973145681206CG5R6CBB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOBBN5R62292973145681206CG5R6CBB200,1206(3216),±0.25pF,NP0,500 V,5.6,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206CRNPOBBN9R02292973149071206CG9R0CBB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206CRNPOBBN9R02292973149071206CG9R0CBB200,1206(3216),±0.25pF,NP0,500 V,9,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DPNPO9BN5R62238863755681206CG5R6D9B300,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DPNPO9BN5R62238863755681206CG5R6D9B300,1206(3216),±0.5pF,NP0,50 V,5.6,13" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DPNPO9BN6R82238863756881206CG6R8D9B300,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DPNPO9BN6R82238863756881206CG6R8D9B300,1206(3216),±0.5pF,NP0,50 V,6.8,13" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DPNPO9BN8R22238863758281206CG8R2D9B300,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DPNPO9BN8R22238863758281206CG8R2D9B300,1206(3216),±0.5pF,NP0,50 V,8.2,13" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPO9BN4R72238863164781206CG4R7D9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPO9BN4R72238863164781206CG4R7D9B200,1206(3216),±0.5pF,NP0,50 V,4.7,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPO9BN5R02238863155081206CG5R0D9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPO9BN5R02238863155081206CG5R0D9B200,1206(3216),±0.5pF,NP0,50 V,5,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPO9BN5R62238863155681206CG5R6D9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPO9BN5R62238863155681206CG5R6D9B200,1206(3216),±0.5pF,NP0,50 V,5.6,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPO9BN6R02238863156081206CG6R0D9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPO9BN6R02238863156081206CG6R0D9B200,1206(3216),±0.5pF,NP0,50 V,6,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPO9BN6R22238863156281206CG6R2D9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPO9BN6R22238863156281206CG6R2D9B200,1206(3216),±0.5pF,NP0,50 V,6.2,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPO9BN6R82238863156881206CG6R8D9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPO9BN6R82238863156881206CG6R8D9B200,1206(3216),±0.5pF,NP0,50 V,6.8,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPO9BN7R52238863157581206CG7R5D9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPO9BN7R52238863157581206CG7R5D9B200,1206(3216),±0.5pF,NP0,50 V,7.5,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPO9BN8R22238863158281206CG8R2D9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPO9BN8R22238863158281206CG8R2D9B200,1206(3216),±0.5pF,NP0,50 V,8.2,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPO9BN9R12238863159181206CG9R1D9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPO9BN9R12238863159181206CG9R1D9B200,1206(3216),±0.5pF,NP0,50 V,9.1,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206DRNPOBBN6R82238971112211206CG6R8DBB200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206DRNPOBBN6R82238971112211206CG6R8DBB200,1206(3216),±0.5pF,NP0,500 V,6.8,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FKNPO7BN103CC1206FKNPO7BN1031206CG103F7BB00,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FKNPO7BN103CC1206FKNPO7BN1031206CG103F7BB00,1206(3216),±1%,NP0,16 V,10 000,7" Blister,1.25mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FKNPO9BN822CC1206FKNPO9BN8221206CG822F9BB00,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FKNPO9BN822CC1206FKNPO9BN8221206CG822F9BB00,1206(3216),±1%,NP0,50 V,8 200,7" Blister,1.25mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FKNPOBBN202CC1206FKNPOBBN2021206CG202FBBB00,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FKNPOBBN202CC1206FKNPOBBN2021206CG202FBBB00,1206(3216),±1%,NP0,500 V,2 000,7" Blister,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN100CC1206FRNPO0BN1001206CG100F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN100CC1206FRNPO0BN1001206CG100F0B200,1206(3216),±1%,NP0,100 V,10,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN1012238601113361206CG101F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN1012238601113361206CG101F0B200,1206(3216),±1%,NP0,100 V,100,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN1022238601113491206CG102F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN1022238601113491206CG102F0B200,1206(3216),±1%,NP0,100 V,1 000,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN1222238601113511206CG122F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN1222238601113511206CG122F0B200,1206(3216),±1%,NP0,100 V,1 200,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN1522238601113141206CG152F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN1522238601113141206CG152F0B200,1206(3216),±1%,NP0,100 V,1 500,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN181CC1206FRNPO0BN1811206CG181F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN181CC1206FRNPO0BN1811206CG181F0B200,1206(3216),±1%,NP0,100 V,180,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN182CC1206FRNPO0BN1821206CG182F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN182CC1206FRNPO0BN1821206CG182F0B200,1206(3216),±1%,NP0,100 V,1 800,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN221CC1206FRNPO0BN2211206CG221F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN221CC1206FRNPO0BN2211206CG221F0B200,1206(3216),±1%,NP0,100 V,220,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN2222238601113541206CG222F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN2222238601113541206CG222F0B200,1206(3216),±1%,NP0,100 V,2 200,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN271CC1206FRNPO0BN2711206CG271F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN271CC1206FRNPO0BN2711206CG271F0B200,1206(3216),±1%,NP0,100 V,270,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN2722238601113551206CG272F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN2722238601113551206CG272F0B200,1206(3216),±1%,NP0,100 V,2 700,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN3302238601113291206CG330F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN3302238601113291206CG330F0B200,1206(3216),±1%,NP0,100 V,33,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN3312238601113431206CG331F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN3312238601113431206CG331F0B200,1206(3216),±1%,NP0,100 V,330,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN332CC1206FRNPO0BN3321206CG332F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN332CC1206FRNPO0BN3321206CG332F0B200,1206(3216),±1%,NP0,100 V,3 300,7" Paper,0.85mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN391CC1206FRNPO0BN3911206CG391F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN391CC1206FRNPO0BN3911206CG391F0B200,1206(3216),±1%,NP0,100 V,390,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN392CC1206FRNPO0BN3921206CG392F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN392CC1206FRNPO0BN3921206CG392F0B200,1206(3216),±1%,NP0,100 V,3 900,7" Paper,0.85mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN4712238601113451206CG471F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN4712238601113451206CG471F0B200,1206(3216),±1%,NP0,100 V,470,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN472CC1206FRNPO0BN4721206CG472F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN472CC1206FRNPO0BN4721206CG472F0B200,1206(3216),±1%,NP0,100 V,4 700,7" Paper,0.85mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN560CC1206FRNPO0BN5601206CG560F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN560CC1206FRNPO0BN5601206CG560F0B200,1206(3216),±1%,NP0,100 V,56,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN561CC1206FRNPO0BN5611206CG561F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN561CC1206FRNPO0BN5611206CG561F0B200,1206(3216),±1%,NP0,100 V,560,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN562CC1206FRNPO0BN5621206CG562F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN562CC1206FRNPO0BN5621206CG562F0B200,1206(3216),±1%,NP0,100 V,5 600,7" Paper,0.85mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN6812238601113471206CG681F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN6812238601113471206CG681F0B200,1206(3216),±1%,NP0,100 V,680,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO0BN821CC1206FRNPO0BN8211206CG821F0B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO0BN821CC1206FRNPO0BN8211206CG821F0B200,1206(3216),±1%,NP0,100 V,820,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1002238863181091206CG100F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1002238863181091206CG100F9B200,1206(3216),±1%,NP0,50 V,10,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1012238863181011206CG101F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1012238863181011206CG101F9B200,1206(3216),±1%,NP0,50 V,100,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1022238863181021206CG102F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1022238863181021206CG102F9B200,1206(3216),±1%,NP0,50 V,1 000,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1202238863181291206CG120F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1202238863181291206CG120F9B200,1206(3216),±1%,NP0,50 V,12,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1212238863181211206CG121F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1212238863181211206CG121F9B200,1206(3216),±1%,NP0,50 V,120,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1222238863181221206CG122F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1222238863181221206CG122F9B200,1206(3216),±1%,NP0,50 V,1 200,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1502238863181591206CG150F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1502238863181591206CG150F9B200,1206(3216),±1%,NP0,50 V,15,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1512238863181511206CG151F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1512238863181511206CG151F9B200,1206(3216),±1%,NP0,50 V,150,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1522238863181521206CG152F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1522238863181521206CG152F9B200,1206(3216),±1%,NP0,50 V,1 500,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1802238863181891206CG180F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1802238863181891206CG180F9B200,1206(3216),±1%,NP0,50 V,18,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1812238863181811206CG181F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1812238863181811206CG181F9B200,1206(3216),±1%,NP0,50 V,180,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN1822238863181821206CG182F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN1822238863181821206CG182F9B200,1206(3216),±1%,NP0,50 V,1 800,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN2202238863182291206CG220F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN2202238863182291206CG220F9B200,1206(3216),±1%,NP0,50 V,22,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN2212238863182211206CG221F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN2212238863182211206CG221F9B200,1206(3216),±1%,NP0,50 V,220,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN2222238863182221206CG222F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN2222238863182221206CG222F9B200,1206(3216),±1%,NP0,50 V,2 200,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN2702238863182791206CG270F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN2702238863182791206CG270F9B200,1206(3216),±1%,NP0,50 V,27,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN2712238863182711206CG271F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN2712238863182711206CG271F9B200,1206(3216),±1%,NP0,50 V,270,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN2722238863182721206CG272F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN2722238863182721206CG272F9B200,1206(3216),±1%,NP0,50 V,2 700,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN3302238863183391206CG330F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN3302238863183391206CG330F9B200,1206(3216),±1%,NP0,50 V,33,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN3312238863183311206CG331F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN3312238863183311206CG331F9B200,1206(3216),±1%,NP0,50 V,330,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN3322238863183321206CG332F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN3322238863183321206CG332F9B200,1206(3216),±1%,NP0,50 V,3 300,7" Paper,0.85mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN3902238863183991206CG390F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN3902238863183991206CG390F9B200,1206(3216),±1%,NP0,50 V,39,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN3912238863183911206CG391F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN3912238863183911206CG391F9B200,1206(3216),±1%,NP0,50 V,390,7" Paper,
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN3922238863183921206CG392F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN3922238863183921206CG392F9B200,1206(3216),±1%,NP0,50 V,3 900,7" Paper,0.85mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN4702238863184791206CG470F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN4702238863184791206CG470F9B200,1206(3216),±1%,NP0,50 V,47,7" Paper,0.6mm
http://www.yageo.com/NewPortal/_cn/search/search-1-1.jsp,CC1206FRNPO9BN4712238863184711206CG471F9B200,,,http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CC1206FRNPO9BN4712238863184711206CG471F9B200,1206(3216),±1%,NP0,50 V,470,7" Paper,0.6mm
